COL11A1	6.06e-31
MMP12	7.39e-26
COL11A1	2.75e-29
TOP2A	1.29e-35
SPP1	1.08e-30
GREM1	3.02e-28
GREM1	1.36e-26
TOP2A	2.78e-33
KRT6A	8.11e-11
ANLN	1.01e-31
CXCL13	3.93e-16
CTHRC1	1.60e-28
DLGAP5	7.50e-33
MMP1	6.34e-14
AKR1B10	7.83e-12
RRM2	2.68e-28
TTK	3.44e-29
IGF2BP3	3.33e-24
CDC20	5.03e-33
PSAT1	2.68e-28
GPX2	6.97e-14
TPX2	1.14e-32
ASPM	4.63e-31
GJB2	9.58e-19
WDR72	1.80e-16
PBK	1.60e-27
GINS1	8.66e-33
DUXAP10	1.80e-23
CCNB1	2.83e-33
RRM2	1.70e-28
BIRC5	3.03e-31
SERPINB5	8.10e-13
NUF2	9.70e-31
NEK2	7.33e-35
UBE2C	6.82e-32
CCNB2	5.86e-33
KIAA0101	1.63e-31
CDKN3	1.51e-31
CENPF	2.96e-32
SLC35F6///CENPA	1.12e-30
IGF2BP3	2.48e-21
MAD2L1	1.01e-31
MELK	9.21e-32
UBE2T	1.06e-37
KIF4A	1.58e-34
CDCA7	2.68e-27
COL10A1	4.03e-21
SLC2A1	2.25e-26
CDKN3	1.88e-31
BUB1B	2.29e-30
CEP55	2.03e-29
COL1A1	1.05e-20
UHRF1	5.64e-33
DSP	4.57e-27
KRT6B	2.86e-09
PRC1	6.40e-31
KRT17///JUP	3.06e-11
UCHL1	1.79e-15
KRT17///JUP	1.44e-11
NDC80	1.73e-26
NUSAP1	4.84e-29
MAGEA6///MAGEA3	4.09e-09
ADAMDEC1	4.73e-14
KIF2C	1.23e-31
SCG5	3.45e-17
DST	2.10e-10
BUB1	6.66e-27
HS6ST2	1.79e-15
FOXM1	4.08e-28
CDK1	6.09e-28
HMGB3	8.45e-28
NUSAP1	6.62e-29
S100A2	5.89e-09
HMMR	4.53e-28
MAGEA6	6.81e-09
DEPDC1	1.64e-28
KIF14	1.91e-30
	2.16e-27
SULF1	9.95e-23
TFAP2A	1.30e-16
COL1A1	2.90e-20
AURKA	4.13e-30
SOX2	1.06e-09
GINS2	4.30e-33
PTHLH	3.59e-10
TRIP13	5.75e-26
CDCA3	8.32e-30
CCNB1	3.87e-27
NMU	5.12e-16
CCNA2	1.45e-28
GJB6	2.35e-09
TMPRSS4	6.64e-18
MKI67	1.16e-30
LOC100507855///AK4	1.16e-22
TYMS	1.97e-25
MAD2L1	9.88e-23
KIF20A	5.28e-27
COL10A1	5.90e-22
HJURP	1.05e-32
ECT2	2.99e-27
KRT5	2.21e-06
ZWINT	2.43e-29
LINC00673///LINC00511	9.22e-24
KIF11	5.33e-28
PRR11	3.22e-23
HS6ST2	2.35e-15
COCH	4.06e-16
KRT6C///KRT6B///KRT6A	8.79e-10
NCAPG	5.96e-30
ANLN	2.92e-22
UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10	1.04e-08
GPR87	5.01e-11
FAM72A///FAM72D///FAM72B///FAM72C	2.29e-23
ADAM12	1.68e-19
SLC6A8	1.09e-17
CDK1	2.06e-27
SLC6A8	4.69e-18
AURKA	1.65e-30
FANCI	4.17e-27
SULF1	7.22e-22
NTS	5.92e-06
HMGA2	6.00e-12
SULF1	3.96e-23
DTL	3.53e-20
CDK1	1.17e-26
EZH2	8.76e-24
